"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2009","Sweden","Number","Males","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","6",""
"2009","Sweden","Number","Males","Less than 1 year","Tuberculosis","0",""
"2009","Sweden","Number","Males","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Sweden","Number","Males","Less than 1 year","Human immunodeficiency virus [HIV] disease","1",""
"2009","Sweden","Number","Males","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","54",""
"2009","Sweden","Number","Males","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","3",""
"2009","Sweden","Number","Males","From 1 to 4 years","Tuberculosis","0",""
"2009","Sweden","Number","Males","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Sweden","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Sweden","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","28",""
"2009","Sweden","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Sweden","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2009","Sweden","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Sweden","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Sweden","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","37",""
"2009","Sweden","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Sweden","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2009","Sweden","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Sweden","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Sweden","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","46,424",""
"2009","Sweden","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","1,032",""
"2009","Sweden","Number","Females","Total","Tuberculosis","30",""
"2009","Sweden","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis","24",""
"2009","Sweden","Number","Females","Total","Human immunodeficiency virus [HIV] disease","10",""
"2009","Sweden","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","130",""
"2009","Sweden","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","5",""
"2009","Sweden","Number","Females","Less than 1 year","Tuberculosis","0",""
"2009","Sweden","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Sweden","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2009","Sweden","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","33",""
"2009","Sweden","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Sweden","Number","Females","From 1 to 4 years","Tuberculosis","0",""
"2009","Sweden","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Sweden","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Sweden","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","19",""
"2009","Sweden","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Sweden","Number","Females","From 5 to 9 years","Tuberculosis","0",""
"2009","Sweden","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Sweden","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Sweden","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","20",""
"2009","Sweden","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Sweden","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2009","Sweden","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Sweden","Number","Females","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","United Kingdom","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","559,617",""
"2009","United Kingdom","Number","Total","Total","Certain infectious and parasitic diseases (A00-B99)","6,757",""
"2009","United Kingdom","Number","Total","Total","Tuberculosis","398",""
"2009","United Kingdom","Number","Total","Total","Viral hepatitis and sequelae of viral hepatitis","282",""
"2009","United Kingdom","Number","Total","Total","Human immunodeficiency virus [HIV] disease","266",""
"2009","United Kingdom","Number","Total","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","3,677",""
"2009","United Kingdom","Number","Total","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","71",""
"2009","United Kingdom","Number","Total","Less than 1 year","Tuberculosis","0",""
"2009","United Kingdom","Number","Total","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","United Kingdom","Number","Total","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2009","United Kingdom","Number","Total","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","549",""
"2009","United Kingdom","Number","Total","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","63",""
"2009","United Kingdom","Number","Total","From 1 to 4 years","Tuberculosis","1",""
"2009","United Kingdom","Number","Total","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","1",""
"2009","United Kingdom","Number","Total","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","United Kingdom","Number","Total","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","320",""
"2009","United Kingdom","Number","Total","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","18",""
"2009","United Kingdom","Number","Total","From 5 to 9 years","Tuberculosis","0",""
"2009","United Kingdom","Number","Total","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","United Kingdom","Number","Total","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","1",""
"2009","United Kingdom","Number","Total","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","404",""
"2009","United Kingdom","Number","Total","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","20",""
"2009","United Kingdom","Number","Total","From 10 to 14 years","Tuberculosis","0",""
"2009","United Kingdom","Number","Total","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","United Kingdom","Number","Total","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","1",""
"2009","United Kingdom","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","270,804",""
"2009","United Kingdom","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","3,017",""
"2009","United Kingdom","Number","Males","Total","Tuberculosis","232",""
"2009","United Kingdom","Number","Males","Total","Viral hepatitis and sequelae of viral hepatitis","196",""
"2009","United Kingdom","Number","Males","Total","Human immunodeficiency virus [HIV] disease","174",""
"2009","United Kingdom","Number","Males","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","2,067",""
"2009","United Kingdom","Number","Males","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","41",""
"2009","United Kingdom","Number","Males","Less than 1 year","Tuberculosis","0",""
"2009","United Kingdom","Number","Males","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","United Kingdom","Number","Males","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2009","United Kingdom","Number","Males","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","276",""
"2009","United Kingdom","Number","Males","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","37",""
"2009","United Kingdom","Number","Males","From 1 to 4 years","Tuberculosis","0",""
"2009","United Kingdom","Number","Males","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","1",""
"2009","United Kingdom","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","United Kingdom","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","170",""
"2009","United Kingdom","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","8",""
"2009","United Kingdom","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2009","United Kingdom","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","United Kingdom","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","1",""
"2009","United Kingdom","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","216",""
"2009","United Kingdom","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","11",""
"2009","United Kingdom","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2009","United Kingdom","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","United Kingdom","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","United Kingdom","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","288,813",""
"2009","United Kingdom","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","3,740",""
"2009","United Kingdom","Number","Females","Total","Tuberculosis","166",""
"2009","United Kingdom","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis","86",""
"2009","United Kingdom","Number","Females","Total","Human immunodeficiency virus [HIV] disease","92",""
"2009","United Kingdom","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","1,610",""
"2009","United Kingdom","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","30",""
"2009","United Kingdom","Number","Females","Less than 1 year","Tuberculosis","0",""
"2009","United Kingdom","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","United Kingdom","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2009","United Kingdom","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","273",""
"2009","United Kingdom","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","26",""
"2009","United Kingdom","Number","Females","From 1 to 4 years","Tuberculosis","1",""
"2009","United Kingdom","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","United Kingdom","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","United Kingdom","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","150",""
"2009","United Kingdom","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","10",""
"2009","United Kingdom","Number","Females","From 5 to 9 years","Tuberculosis","0",""
"2009","United Kingdom","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","United Kingdom","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","United Kingdom","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","188",""
"2009","United Kingdom","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","9",""
"2009","United Kingdom","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2009","United Kingdom","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","United Kingdom","Number","Females","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","1",""
"2009","Iceland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","2,002",""
"2009","Iceland","Number","Total","Total","Certain infectious and parasitic diseases (A00-B99)","13",""
"2009","Iceland","Number","Total","Total","Tuberculosis","7",""
"2009","Iceland","Number","Total","Total","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Total","Total","Human immunodeficiency virus [HIV] disease","1",""
"2009","Iceland","Number","Total","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","0",""
"2009","Iceland","Number","Total","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Iceland","Number","Total","Less than 1 year","Tuberculosis","0",""
"2009","Iceland","Number","Total","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Total","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2009","Iceland","Number","Total","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","0",""
"2009","Iceland","Number","Total","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Iceland","Number","Total","From 1 to 4 years","Tuberculosis","0",""
"2009","Iceland","Number","Total","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Total","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Iceland","Number","Total","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","0",""
"2009","Iceland","Number","Total","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Iceland","Number","Total","From 5 to 9 years","Tuberculosis","0",""
"2009","Iceland","Number","Total","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Total","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Iceland","Number","Total","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","0",""
"2009","Iceland","Number","Total","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Iceland","Number","Total","From 10 to 14 years","Tuberculosis","0",""
"2009","Iceland","Number","Total","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Total","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Iceland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,033",""
"2009","Iceland","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","7",""
"2009","Iceland","Number","Males","Total","Tuberculosis","2",""
"2009","Iceland","Number","Males","Total","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Males","Total","Human immunodeficiency virus [HIV] disease","1",""
"2009","Iceland","Number","Males","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","0",""
"2009","Iceland","Number","Males","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Iceland","Number","Males","Less than 1 year","Tuberculosis","0",""
"2009","Iceland","Number","Males","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Males","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2009","Iceland","Number","Males","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","0",""
"2009","Iceland","Number","Males","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Iceland","Number","Males","From 1 to 4 years","Tuberculosis","0",""
"2009","Iceland","Number","Males","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Iceland","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","0",""
"2009","Iceland","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Iceland","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2009","Iceland","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Iceland","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","0",""
"2009","Iceland","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Iceland","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2009","Iceland","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Iceland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","969",""
"2009","Iceland","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","6",""
"2009","Iceland","Number","Females","Total","Tuberculosis","5",""
"2009","Iceland","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Females","Total","Human immunodeficiency virus [HIV] disease",":",""
"2009","Iceland","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","0",""
"2009","Iceland","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Iceland","Number","Females","Less than 1 year","Tuberculosis","0",""
"2009","Iceland","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease",":",""
"2009","Iceland","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","0",""
"2009","Iceland","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Iceland","Number","Females","From 1 to 4 years","Tuberculosis","0",""
"2009","Iceland","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease",":",""
"2009","Iceland","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","0",""
"2009","Iceland","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Iceland","Number","Females","From 5 to 9 years","Tuberculosis","0",""
"2009","Iceland","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease",":",""
"2009","Iceland","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","0",""
"2009","Iceland","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Iceland","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2009","Iceland","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis",":",""
"2009","Iceland","Number","Females","From 10 to 14 years","Human immunodeficiency virus [HIV] disease",":",""
"2009","Norway","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","41,342",""
"2009","Norway","Number","Total","Total","Certain infectious and parasitic diseases (A00-B99)","949",""
"2009","Norway","Number","Total","Total","Tuberculosis","27",""
"2009","Norway","Number","Total","Total","Viral hepatitis and sequelae of viral hepatitis","20",""
"2009","Norway","Number","Total","Total","Human immunodeficiency virus [HIV] disease","19",""
"2009","Norway","Number","Total","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","196",""
"2009","Norway","Number","Total","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","4",""
"2009","Norway","Number","Total","Less than 1 year","Tuberculosis","0",""
"2009","Norway","Number","Total","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Norway","Number","Total","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2009","Norway","Number","Total","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","36",""
"2009","Norway","Number","Total","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","2",""
"2009","Norway","Number","Total","From 1 to 4 years","Tuberculosis","0",""
"2009","Norway","Number","Total","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Norway","Number","Total","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Norway","Number","Total","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","32",""
"2009","Norway","Number","Total","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Norway","Number","Total","From 5 to 9 years","Tuberculosis","0",""
"2009","Norway","Number","Total","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Norway","Number","Total","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Norway","Number","Total","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","30",""
"2009","Norway","Number","Total","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Norway","Number","Total","From 10 to 14 years","Tuberculosis","0",""
"2009","Norway","Number","Total","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Norway","Number","Total","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Norway","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","19,864",""
"2009","Norway","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","436",""
"2009","Norway","Number","Males","Total","Tuberculosis","17",""
"2009","Norway","Number","Males","Total","Viral hepatitis and sequelae of viral hepatitis","13",""
"2009","Norway","Number","Males","Total","Human immunodeficiency virus [HIV] disease","13",""
"2009","Norway","Number","Males","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","118",""
"2009","Norway","Number","Males","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","3",""
"2009","Norway","Number","Males","Less than 1 year","Tuberculosis","0",""
"2009","Norway","Number","Males","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Norway","Number","Males","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2009","Norway","Number","Males","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","19",""
"2009","Norway","Number","Males","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Norway","Number","Males","From 1 to 4 years","Tuberculosis","0",""
"2009","Norway","Number","Males","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Norway","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Norway","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","18",""
"2009","Norway","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Norway","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2009","Norway","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Norway","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Norway","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","15",""
"2009","Norway","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Norway","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2009","Norway","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Norway","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Norway","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","21,478",""
"2009","Norway","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","513",""
"2009","Norway","Number","Females","Total","Tuberculosis","10",""
"2009","Norway","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis","7",""
"2009","Norway","Number","Females","Total","Human immunodeficiency virus [HIV] disease","6",""
"2009","Norway","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","78",""
"2009","Norway","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Norway","Number","Females","Less than 1 year","Tuberculosis","0",""
"2009","Norway","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Norway","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2009","Norway","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","17",""
"2009","Norway","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Norway","Number","Females","From 1 to 4 years","Tuberculosis","0",""
"2009","Norway","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Norway","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Norway","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","14",""
"2009","Norway","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Norway","Number","Females","From 5 to 9 years","Tuberculosis","0",""
"2009","Norway","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Norway","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Norway","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","15",""
"2009","Norway","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2009","Norway","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2009","Norway","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Norway","Number","Females","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Switzerland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","62,431",""
"2009","Switzerland","Number","Total","Total","Certain infectious and parasitic diseases (A00-B99)","676",""
"2009","Switzerland","Number","Total","Total","Tuberculosis","26",""
"2009","Switzerland","Number","Total","Total","Viral hepatitis and sequelae of viral hepatitis","70",""
"2009","Switzerland","Number","Total","Total","Human immunodeficiency virus [HIV] disease","51",""
"2009","Switzerland","Number","Total","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","337",""
"2009","Switzerland","Number","Total","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","3",""
"2009","Switzerland","Number","Total","Less than 1 year","Tuberculosis","0",""
"2009","Switzerland","Number","Total","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Switzerland","Number","Total","Less than 1 year","Human immunodeficiency virus [HIV] disease","1",""
"2009","Switzerland","Number","Total","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","44",""
"2009","Switzerland","Number","Total","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","3",""
"2009","Switzerland","Number","Total","From 1 to 4 years","Tuberculosis","0",""
"2009","Switzerland","Number","Total","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Switzerland","Number","Total","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Switzerland","Number","Total","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","37",""
"2009","Switzerland","Number","Total","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2009","Switzerland","Number","Total","From 5 to 9 years","Tuberculosis","0",""
"2009","Switzerland","Number","Total","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Switzerland","Number","Total","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Switzerland","Number","Total","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","42",""
"2009","Switzerland","Number","Total","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","2",""
"2009","Switzerland","Number","Total","From 10 to 14 years","Tuberculosis","0",""
"2009","Switzerland","Number","Total","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2009","Switzerland","Number","Total","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2009","Switzerland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","30,012",""
"2009","Switzerland","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","331",""
"2009","Switzerland","Number","Males","Total","Tuberculosis","20",""
"2009","Switzerland","Number","Males","Total","Viral hepatitis and sequelae of viral hepatitis","37",""
"2009","Switzerland","Number","Males","Total","Human immunodeficiency virus [HIV] disease","32",""
"2009","Switzerland","Number","Males","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","193",""
"2009","Switzerland","Number","Males","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","3",""
